Key,english,german,french,italian,spanish,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
ck_ui_zoomout,ZoomOut,Herauszoomen,Dézoomer,Zoom indietro,Alejar,ズームアウト,확대/축소,Oddal,ZoomOut,Уменьшить масштаб,ZoomOut,缩小,縮小
ck_using_global_settings,Using global settings from Main tab,Verwendung der globalen Einstellungen aus der Registerkarte „Hauptmenü“,Utilisation des paramètres globaux de l'onglet principal,Utilizzo delle impostazioni globali dalla scheda Principale,Uso de la configuración global desde la pestaña Principal,メインタブからグローバル設定を使用する,메인 탭의 전역 설정 사용하기,Korzystanie z ustawień globalnych z zakładki Głównej,Utilizando as configurações globais da aba Principal,Использование глобальных настроек на вкладке «Главная»,Ana sekmeden genel ayarları kullanma,使用主选项卡中的全局设置,使用主選項卡中的全域設置
ck_verbose_logging,Enable Verbose Logging,Ausführliche Protokollierung aktivieren,Activer la journalisation détaillée,Abilita la registrazione dettagliata,Habilitar registro detallado,詳細ログを有効にする,상세 로깅 활성화,Włącz szczegółowe rejestrowanie,Ativar registro detalhado,Включить подробное логирование,Ayrıntılı Günlük Kaydını Etkinleştir,启用详细日志记录,啟用詳細日誌記錄
ck_vignette,VIGNETTE,VIGNETTE,VIGNETTE,VIGNETTA,VIÑETA,ビネット,삽화,WINIETA,VINHETA,ВИНЬЕТКА,VIGNETTE,小插曲,小插曲
ck_weapon_bows,Bows,Bögen,Arcs,Archi,Arcos,弓,이물,Łuki,Laços,Луки,Yaylar,弓,弓
ck_weapon_explosives,Explosives,Sprengstoffe,explosifs,Esplosivi,Explosivos,爆発物,폭발물,Materiały wybuchowe,Explosivos,Взрывчатые вещества,Patlayıcılar,爆炸物,霹靂
ck_weapon_melee,Melee,Nahkampf,Mêlée,Mischia,Pelea confusa,近接戦闘,난투,Bijatyka,Corpo a corpo,Ближний бой,Yakın Dövüş,近战,近戰
ck_weapon_modes_desc,Auto uses default camera | FP/Proj forces specific camera,Auto verwendet die Standardkamera | FP/Proj erzwingt eine bestimmte Kamera,Utilisation automatique de la caméra par défaut | FP/Proj. impose une caméra spécifique,Auto utilizza la fotocamera predefinita | FP/Proj forza una fotocamera specifica,Automático usa la cámara predeterminada | FP/Proyección fuerza una cámara específica,自動ではデフォルトのカメラを使用 | FP/Proj では特定のカメラを強制,"자동 모드에서는 기본 카메라를 사용하고, FP/Proj 모드에서는 특정 카메라를 사용하도록 강제합니다.",Automatycznie używana jest domyślna kamera | FP/Proj wymusza określoną kamerę,O modo automático usa a câmera padrão | FP/Proj força uma câmera específica,В автоматическом режиме используется камера по умолчанию | FP/Proj принудительно выбирает определенную камеру,Otomatik ayar varsayılan kamerayı kullanır | FP/Proj belirli bir kamerayı zorunlu kılar,自动模式使用默认相机 | FP/Proj 模式强制使用指定相机,自動模式使用預設相機 | FP/Proj 模式強制使用指定相機
ck_weapon_ranged,Ranged,Fernkampf,Portée,A distanza,A distancia,遠距離,원거리,Zasięgowy,à distância,Дальний,Menzilli,远程,遠端
ck_zoom_in,Zoom In %,Vergrößern %,Zoom avant %,Ingrandisci %,Acercar %,ズームイン %,확대 비율,Powiększ %,Aumentar o zoom %,Увеличение масштаба %,Yakınlaştır %,放大百分比,放大百分比
ck_zoom_in_label,Zoom In,Vergrößern,Zoomer,Ingrandisci,Dar un golpe de zoom,ズームイン,확대,Powiększ,Ampliar,Увеличить масштаб,Yakınlaştır,放大,放大
ck_zoom_out,Zoom Out %,Verkleinern %,Dézoom arrière %,Rimpicciolisci %,Alejar %,ズームアウト %,축소 %,Oddal %,Diminuir zoom %,Уменьшить масштаб %,Uzaklaştırma %,缩小百分比,縮小百分比
ck_zoom_out_label,Zoom Out,Herauszoomen,Dézoomer,Rimpicciolisci,Alejar,ズームアウト,축소하기,Oddal,Diminuir o zoom,Отдалиться,Uzaklaştır,缩小,縮小
ck_word_chance,Chance,Chance,Chance,Opportunità,Oportunidad,チャンス,가능성,Szansa,Chance,Шанс,Şans,机会,機會
ck_word_standard,Standard,Standard,Standard,Standard,Estándar,標準,기준,Standard,Padrão,Стандарт,Standart,标准,標準
ck_word_basic,Basic,Basic,Basique,Di base,Básico,基本,기초적인,Podstawowy,Básico,Базовый,Temel,基本的,基本的
ck_word_position,Position,Position,Position,Posizione,Posición,位置,위치,Pozycja,Posição,Позиция,Konum,位置,位置
ck_word_offset,Offset,Offset,Compenser,Offset,Compensar,オフセット,오프셋,Zrównoważyć,Desvio,Компенсировать,Telafi etmek,抵消,抵銷
ck_word_zoom,Zoom,Zoom,Zoom,Zoom,Zoom,ズーム,줌,Brzęczenie,Zoom,Зум,Zoom,飞涨,飛漲
ck_word_rotation,Rotation,Drehung,Rotation,Rotazione,Rotación,回転,회전,Obrót,Rotação,Вращение,Dönme,旋转,旋轉
ck_word_import,Import,Import,Importer,Importare,Importar,輸入,수입,Import,Importar,Импорт,İçe aktarmak,进口,進口
ck_word_export,Export,Export,Exporter,Esportare,Exportar,輸出,내보내다,Eksport,Exportar,Экспорт,İhracat,出口,出口
ck_word_status,Status,Status,Statut,Stato,Estado,状態,상태,Status,Status,Статус,Durum,地位,地位
ck_word_name,Name,Name,Nom,Nome,Nombre,名前,이름,Nazwa,Nome,Имя,İsim,姓名,姓名
ck_word_cinematic,Cinematic,Filmisch,Cinématique,Cinematografico,Cinematográfico,映画のような,시네마틱,Kinowy,Cinematográfico,Кинематографический,Sinematik,电影,電影
ck_word_info,Info,Info,Info,Informazioni,Información,情報,정보,Informacje,Informações,Информация,Bilgi,信息,資訊
ck_word_max,Max,Max,Max,Massimo,Máximo,マックス,맥스,Maksym,Máximo,Макс,Maksimum,最大限度,最大限度
ck_word_min,Min,Min,Min,Minimo,Mínimo,分,민,Min,Min,Мин,Min,敏,敏感
